idx,x,y,observable
1,-0.6483047644,0.2661147492,2.096370244
2,-0.6483047644,0.2661147492,2.096370244
3,0.1116671922,0.5376207843,2.443907398
4,0.1116671922,0.5376207843,2.443907398
5,0.6926415929,0.6513594518,4.559692344
6,0.6926415929,0.6513594518,4.559692344
7,0.6926415929,0.6513594518,4.559692344
8,0.6926415929,0.6513594518,4.559692344
9,0.04511460043,1.455035083,4.398630194
10,0.05931427213,0.6675585315,2.548074117
11,0.05931427213,0.6675585315,2.548074117
12,0.05931427213,0.6675585315,2.548074117
13,0.05931427213,0.6675585315,2.548074117
14,0.05931427213,0.6675585315,2.548074117
15,0.05931427213,0.6675585315,2.548074117
16,0.05931427213,0.6675585315,2.548074117
17,-0.001843058537,0.09314712951,2.008334973
18,-0.001843058537,0.09314712951,2.008334973
19,-0.001843058537,0.09314712951,2.008334973
20,-0.001843058537,0.09314712951,2.008334973
21,-0.001843058537,0.09314712951,2.008334973
22,-0.06026333488,0.5677213817,2.247708261
23,-0.06026333488,0.5677213817,2.247708261
24,-0.06026333488,0.5677213817,2.247708261
25,-0.3600278876,0.07703850066,2.077137123
26,-0.3600278876,0.07703850066,2.077137123
27,-0.9844905707,0.03728367656,2.863551055
28,-0.9844905707,0.03728367656,2.863551055
29,-0.9844905707,0.03728367656,2.863551055
30,0.0931222199,1.299008065,4.171363746
31,0.0931222199,1.299008065,4.171363746
32,0.0931222199,1.299008065,4.171363746
33,0.0931222199,1.299008065,4.171363746
34,0.0931222199,1.299008065,4.171363746
35,0.0931222199,1.299008065,4.171363746
36,0.0931222199,1.299008065,4.171363746
37,0.0931222199,1.299008065,4.171363746
38,0.0931222199,1.299008065,4.171363746
39,0.0931222199,1.299008065,4.171363746
40,0.0931222199,1.299008065,4.171363746
41,0.0931222199,1.299008065,4.171363746
42,0.0931222199,1.299008065,4.171363746
43,0.0931222199,1.299008065,4.171363746
44,0.0931222199,1.299008065,4.171363746
45,0.0931222199,1.299008065,4.171363746
46,0.0931222199,1.299008065,4.171363746
47,1.022513584,0.8871307268,9.493711881
48,1.022513584,0.8871307268,9.493711881
49,1.022513584,0.8871307268,9.493711881
50,0.3815108151,0.4755894042,2.843582175
51,0.3815108151,0.4755894042,2.843582175
52,0.3815108151,0.4755894042,2.843582175
53,0.6716817815,0.3098866486,3.136584584
54,-0.1646520474,0.3414077633,2.026490785
55,0.4991016332,0.4245091527,3.002606268
56,0.4991016332,0.4245091527,3.002606268
57,0.4991016332,0.4245091527,3.002606268
58,-0.3090170103,0.002468423402,2.093899801
59,-0.3090170103,0.002468423402,2.093899801
60,-0.3291970889,0.2817361738,1.993964882
61,-0.7123956571,0.7172021981,1.812939563
62,0.6951516049,0.9328749001,6.414053716
63,0.6951516049,0.9328749001,6.414053716
64,0.6951516049,0.9328749001,6.414053716
65,0.3068477094,0.5622055674,2.864042032
66,0.3068477094,0.5622055674,2.864042032
67,0.3068477094,0.5622055674,2.864042032
68,0.3068477094,0.5622055674,2.864042032
69,0.3068477094,0.5622055674,2.864042032
70,0.4731392099,0.264178515,2.599029445
71,0.4731392099,0.264178515,2.599029445
72,0.4731392099,0.264178515,2.599029445
73,0.4731392099,0.264178515,2.599029445
74,0.4731392099,0.264178515,2.599029445
75,0.4731392099,0.264178515,2.599029445
76,0.4731392099,0.264178515,2.599029445
77,-0.1829329792,1.147739832,2.716192438
78,0.7845355,0.3408859296,3.569269434
79,0.7845355,0.3408859296,3.569269434
80,0.7845355,0.3408859296,3.569269434
81,0.7845355,0.3408859296,3.569269434
82,0.7845355,0.3408859296,3.569269434
83,-0.6077599236,0.3985669882,1.984338339
84,-1.383236042,0.5451045234,1.980934381
85,-1.383236042,0.5451045234,1.980934381
86,-1.383236042,0.5451045234,1.980934381
87,0.6677606394,0.09212849212,2.610126859
88,0.6677606394,0.09212849212,2.610126859
89,0.6677606394,0.09212849212,2.610126859
90,0.9774657188,0.4139993627,4.686525146
91,0.9774657188,0.4139993627,4.686525146
92,0.9774657188,0.4139993627,4.686525146
93,0.9774657188,0.4139993627,4.686525146
94,0.9774657188,0.4139993627,4.686525146
95,0.9774657188,0.4139993627,4.686525146
96,0.9774657188,0.4139993627,4.686525146
97,0.9774657188,0.4139993627,4.686525146
98,0.9774657188,0.4139993627,4.686525146
99,0.9774657188,0.4139993627,4.686525146
100,-0.3881983599,0.02486340684,2.130651681
101,-0.6773780905,0.02898518179,2.411859022
102,-0.6773780905,0.02898518179,2.411859022
103,-0.6773780905,0.02898518179,2.411859022
104,-0.6773780905,0.02898518179,2.411859022
105,-0.04712422421,0.2471376335,2.039407572
106,-0.04712422421,0.2471376335,2.039407572
107,-0.691792,0.5246844969,1.915607213
108,-0.691792,0.5246844969,1.915607213
109,-0.691792,0.5246844969,1.915607213
110,-0.691792,0.5246844969,1.915607213
111,-0.691792,0.5246844969,1.915607213
112,-0.691792,0.5246844969,1.915607213
113,-0.691792,0.5246844969,1.915607213
114,0.4429560702,0.498585269,3.048999816
115,0.4429560702,0.498585269,3.048999816
116,0.4429560702,0.498585269,3.048999816
117,-0.8433127409,0.3660591624,2.089495113
118,-0.8433127409,0.3660591624,2.089495113
119,-0.8433127409,0.3660591624,2.089495113
120,0.3355881182,0.6311153422,3.103238997
121,0.3355881182,0.6311153422,3.103238997
122,0.3355881182,0.6311153422,3.103238997
123,0.3355881182,0.6311153422,3.103238997
124,0.3355881182,0.6311153422,3.103238997
125,0.3355881182,0.6311153422,3.103238997
126,0.3355881182,0.6311153422,3.103238997
127,0.3355881182,0.6311153422,3.103238997
128,0.6916584286,0.1384067046,2.748456643
129,0.6916584286,0.1384067046,2.748456643
130,0.6916584286,0.1384067046,2.748456643
131,0.6916584286,0.1384067046,2.748456643
132,0.6916584286,0.1384067046,2.748456643
133,0.6916584286,0.1384067046,2.748456643
134,0.3046068784,1.09867631,4.611480453
135,-0.4684754359,0.9887337048,2.011810981
136,-0.4684754359,0.9887337048,2.011810981
137,-1.091225377,0.384500331,2.194554426
138,0.4620704933,0.4479697202,2.969387683
139,0.4620704933,0.4479697202,2.969387683
140,1.555569005,0.7041959666,14.70013851
141,1.555569005,0.7041959666,14.70013851
142,1.555569005,0.7041959666,14.70013851
143,1.179875536,0.4638252796,6.235127854
144,1.179875536,0.4638252796,6.235127854
145,1.179875536,0.4638252796,6.235127854
146,0.7565739645,0.332117615,3.449045856
147,0.7565739645,0.332117615,3.449045856
148,0.1716413562,0.07007925845,2.058990061
149,0.1716413562,0.07007925845,2.058990061
150,0.1716413562,0.07007925845,2.058990061
151,0.1716413562,0.07007925845,2.058990061
