idx,x,y,observable
1,-0.6234500334,0.2051546856,2.138934559
2,-0.6234500334,0.2051546856,2.138934559
3,-0.6234500334,0.2051546856,2.138934559
4,-0.6234500334,0.2051546856,2.138934559
5,-0.6234500334,0.2051546856,2.138934559
6,-0.6234500334,0.2051546856,2.138934559
7,-0.6234500334,0.2051546856,2.138934559
8,-0.9195588471,0.1851422149,2.429036418
9,-0.08773016093,1.036373634,2.813929409
10,-0.08773016093,1.036373634,2.813929409
11,-0.08773016093,1.036373634,2.813929409
12,-0.9392437305,0.7154791779,1.733298304
13,-0.9392437305,0.7154791779,1.733298304
14,0.3360271971,0.1365415445,2.231635622
15,0.3360271971,0.1365415445,2.231635622
16,0.3360271971,0.1365415445,2.231635622
17,0.4115215165,0.125037196,2.300356523
18,0.4115215165,0.125037196,2.300356523
19,0.4115215165,0.125037196,2.300356523
20,0.4115215165,0.125037196,2.300356523
21,0.4115215165,0.125037196,2.300356523
22,0.4115215165,0.125037196,2.300356523
23,0.4115215165,0.125037196,2.300356523
24,0.4115215165,0.125037196,2.300356523
25,0.4115215165,0.125037196,2.300356523
26,0.4115215165,0.125037196,2.300356523
27,0.4115215165,0.125037196,2.300356523
28,0.4115215165,0.125037196,2.300356523
29,0.4115215165,0.125037196,2.300356523
30,0.4115215165,0.125037196,2.300356523
31,0.4115215165,0.125037196,2.300356523
32,0.4115215165,0.125037196,2.300356523
33,0.4115215165,0.125037196,2.300356523
34,0.4115215165,0.125037196,2.300356523
35,0.4115215165,0.125037196,2.300356523
36,0.4115215165,0.125037196,2.300356523
37,0.4115215165,0.125037196,2.300356523
38,0.4115215165,0.125037196,2.300356523
39,0.4115215165,0.125037196,2.300356523
40,0.4115215165,0.125037196,2.300356523
41,0.4115215165,0.125037196,2.300356523
42,0.4115215165,0.125037196,2.300356523
43,-0.4320988897,0.8063910093,2.002302973
44,-0.4320988897,0.8063910093,2.002302973
45,0.9242866342,0.5878670063,5.509506822
46,0.9242866342,0.5878670063,5.509506822
47,0.9242866342,0.5878670063,5.509506822
48,-0.4911284752,1.09742092,2.009942141
49,-0.4911284752,1.09742092,2.009942141
50,-0.4911284752,1.09742092,2.009942141
51,-0.4911284752,1.09742092,2.009942141
52,-0.4911284752,1.09742092,2.009942141
53,-0.4911284752,1.09742092,2.009942141
54,-0.4911284752,1.09742092,2.009942141
55,-0.5579007035,1.40555933,1.956955034
56,-0.5579007035,1.40555933,1.956955034
57,0.1319949154,1.516240462,5.272789605
58,0.1319949154,1.516240462,5.272789605
59,0.1319949154,1.516240462,5.272789605
60,0.1319949154,1.516240462,5.272789605
61,0.1319949154,1.516240462,5.272789605
