idx,x,y,observable
1,-0.7937071429,0.2797082781,2.169031188
2,-0.6314845507,0.2889673541,2.068237936
3,-0.8634583194,0.07907949387,2.570186396
4,-0.8634583194,0.07907949387,2.570186396
5,-0.8634583194,0.07907949387,2.570186396
6,-0.3783438139,0.009098017284,2.135862129
7,-0.4542593388,0.72894882,1.965984017
8,-0.4697948384,0.3441475636,1.989944235
9,-0.7886185272,0.3559433711,2.075897442
10,-0.4833936684,0.2624973531,2.028178702
11,-0.2147856671,0.7076988231,2.18781002
12,-0.2147856671,0.7076988231,2.18781002
13,-0.1669558127,1.064095999,2.645791456
14,-0.1669558127,1.064095999,2.645791456
15,-0.4615921822,0.9055328325,1.996876407
16,-0.5316011295,1.082491805,1.942919072
17,-0.5316011295,1.082491805,1.942919072
18,-0.747195445,0.7143372191,1.799421047
19,-0.7540789388,0.8059607873,1.752540723
20,-0.7933039347,0.6240367754,1.840050492
21,-0.9489548083,0.4738227032,1.993327532
22,-0.8320548343,0.6541061379,1.810558464
23,-1.086544059,0.4862180789,2.014682298
24,-1.086544059,0.4862180789,2.014682298
25,-1.033826246,0.6846252122,1.743054652
26,-1.033826246,0.6846252122,1.743054652
27,-0.4690933605,0.4721897859,1.957622093
28,-0.1150653187,0.1311776802,2.00003017
29,-0.2601345977,0.4734042834,2.02623762
30,-0.3327094572,0.5788626465,2.017320227
31,-0.1466032181,0.2664876751,2.012334486
32,-0.1466032181,0.2664876751,2.012334486
33,-0.3209378792,0.189398982,2.012733588
34,-0.3209378792,0.189398982,2.012733588
35,-0.3209378792,0.189398982,2.012733588
36,-0.13789427,0.5829268043,2.176631694
37,-0.008071585969,0.4864213698,2.227906517
38,-0.008071585969,0.4864213698,2.227906517
39,-0.5010663466,0.3919787645,1.975899934
40,-0.9128836733,0.2416636099,2.319273114
41,-1.024387337,0.05283142376,2.891368396
42,-0.6604021358,0.006527411263,2.425694537
43,-0.6604021358,0.006527411263,2.425694537
44,-1.00363439,0.1084765801,2.707622942
45,-1.0363987,0.4659884819,2.030582914
46,-1.047429858,0.8560769286,1.562329952
47,-1.047429858,0.8560769286,1.562329952
48,-1.442858146,0.4938947046,2.121175749
49,-1.442858146,0.4938947046,2.121175749
50,-1.442858146,0.4938947046,2.121175749
51,-1.67423357,0.04775318439,4.436108309
52,-1.67423357,0.04775318439,4.436108309
53,-1.67423357,0.04775318439,4.436108309
54,-1.67423357,0.04775318439,4.436108309
55,-1.67423357,0.04775318439,4.436108309
56,-1.67423357,0.04775318439,4.436108309
57,-1.557560044,0.008179710516,4.370028157
58,-1.557560044,0.008179710516,4.370028157
59,-1.557560044,0.008179710516,4.370028157
60,-1.557560044,0.008179710516,4.370028157
61,-1.557560044,0.008179710516,4.370028157
62,-1.480767898,0.1715518351,3.274957976
63,-1.41049114,0.1420650724,3.281586041
64,-1.41049114,0.1420650724,3.281586041
65,-1.467974488,0.3088500341,2.700979289
66,-1.235024377,0.5950195537,1.860415225
67,-1.678749943,0.04982405412,4.433873845
68,-1.678749943,0.04982405412,4.433873845
69,-1.678749943,0.04982405412,4.433873845
70,-1.568075509,0.2944111779,2.864767796
71,-1.292304163,0.6498797261,1.767008108
72,-1.464107201,0.3364972765,2.600904031
73,-1.244907165,0.6004758988,1.851681251
74,-0.9021127453,0.3206599446,2.183998755
75,-1.098643798,0.2295942441,2.532995521
76,-1.098643798,0.2295942441,2.532995521
77,-0.9160595418,0.2198887431,2.360717234
78,-0.9160595418,0.2198887431,2.360717234
79,-0.9160595418,0.2198887431,2.360717234
80,-1.079724163,0.1729954938,2.651243205
81,-0.9521465158,0.2186126081,2.399200859
82,-0.9521465158,0.2186126081,2.399200859
